Business_ID,Business_Size,Business_Age,Industry_Type,Entity_Type,Monthly_GST_Sales,GST_Growth_Rate,GST_Filing_Delay,GST_Compliance_Rate,Monthly_UPI_Count,Monthly_UPI_Value,Digital_Sales_Ratio,Average_Bank_Balance,Monthly_Credit,Monthly_Debit,Cashflow_Volatility,Employee_Count,Payroll_Consistency,Vendor_Payment_Delay,Working_Capital_Cycle,EMI_Bounce_Count
BID2823,Micro,1.4209715735064012,Services,Proprietorship,243006.8763926997,0.3679683572250761,8.999871223342632,0.9436798034012304,40,69760.42090769422,0.9132605264402076,20825.59731448495,232001.67993955704,249160.6799340003,0.746509523419023,3,0.765786585941471,13.782689423299434,34.582347897102885,1
BID0421,Micro,1.0,Wholesale,Proprietorship,2984087.9465463106,0.1794541782910738,12.32148290662067,0.8992532967156956,24,17413.834384172413,0.7341661571375167,133601.87725343512,2926932.079372405,2540253.476288713,0.2231613670255337,6,0.7744698211124358,8.270705874526197,46.17507532164389,0
BID3424,Micro,2.9299243539451267,Services,Partnership,534107.3226230545,0.110011883400641,6.79873406476773,0.9484684036389012,25,57229.55006567795,0.8578059108442845,26623.06881065141,466039.50464214,375577.8175592406,0.5673275593717065,7,0.7358272357855785,8.259962843569266,37.620371581567845,0
BID2935,Micro,4.429536060091442,Services,Proprietorship,654594.6587955055,0.0718852460439167,4.16663191458604,0.9472168990654248,34,42602.314947944986,0.7042172293595984,40934.59944419056,685610.1436849434,600745.9393369446,0.4323267964943421,4,0.733660978708005,12.664046983168523,70.84355498385735,2
BID3124,Micro,4.087322692361216,Manufacturing,Proprietorship,474012.6431982452,0.1692010671978444,8.683981558757736,0.852825292373609,14,10347.896485198044,0.1897276930863398,26019.46234488431,479473.3060960717,265707.6492285023,0.2703822345886137,2,0.7524659315304424,14.512207284247513,91.01208906194252,1
BID1901,Medium,1.0,Manufacturing,Partnership,5442686.900875499,0.2409863334892686,14.474057704790336,0.9293768255793108,38,88870.8308482516,0.6160254546927274,1069072.3312835095,4867876.137166887,3648272.704884529,0.4670204096969797,101,0.8980761387218118,25.66802321265724,82.82244377492074,0
BID1316,Micro,5.995814560246264,Services,Partnership,408590.6308036584,0.350785428937976,9.79143166248224,1.0,25,37613.46438415656,0.882536136943069,59450.74765666058,388189.9029142496,217513.46835543352,0.2887462603196876,2,0.7214429726452378,7.217649073252645,38.68553531803936,2
BID1776,Small,7.539554917086752,Services,Proprietorship,2074236.0818426013,-0.0874539095393816,1.8484997105094687,1.0,60,76945.46170313636,0.8056779874832088,217385.90642386925,1852920.5668075108,1409478.5690754913,0.1316850483659056,37,1.0,15.782721192918864,45.30658126679043,0
BID1594,Micro,14.217681772570662,Services,Private Limited,267782.06646474294,0.1695524433393817,15.053661615664932,0.8782207711341303,29,49268.16523541729,0.6201855478640351,39049.908472023264,246318.5656482892,167869.6077760568,0.1248277561649122,3,0.7910500959949616,7.638644971493338,31.05214499192257,0
BID1927,Medium,2.063976609944625,Retail,Proprietorship,9445689.988938086,0.1928390531406165,12.271059751913835,0.9375873405217467,123,288162.8676722674,0.8957263800568954,3368861.6787327137,8831777.708637457,6812357.760999192,0.4285070871466776,43,0.9661843234579816,10.168085246708651,40.75018457687203,0
BID2860,Small,9.636996194418815,Wholesale,Proprietorship,673473.1642561886,0.2074407666420858,4.544999685640373,0.9359763235952518,37,89919.525879618,0.6967260471219586,94976.97725513764,598063.0025778228,503614.190266548,0.0687879896848555,22,0.9108904913123292,14.44639504392454,58.98312051430249,2
BID3317,Micro,2.907048554427244,Services,Proprietorship,202026.53811428943,-0.0102108816817677,10.138876351189268,0.9284572966825216,33,56538.14649316753,0.9445794372164888,28959.384429615748,192862.23362470604,222195.26279737373,0.5722119497210936,5,0.8899558544914883,11.295924121107072,54.607229530912,1
BID3371,Micro,4.307199829221154,Manufacturing,Private Limited,268154.51736880926,0.0638431249253801,22.224575444332704,0.8858146107037838,11,7458.28446834857,0.3250482619541514,32208.116121534164,248379.53546305743,148986.14357683962,0.1268847132530009,2,0.7595482817888004,34.1725506106914,98.51273983861896,0
BID0708,Micro,3.863645059607598,Agriculture,Proprietorship,255023.5073023708,0.0212126868876301,19.152000950640083,0.940159378977562,2,2647.513651213204,0.0702015155304157,24478.61872612216,257161.88269264123,202589.9757583665,0.497252831473779,6,0.7654235231883322,17.697814923845648,75.43455845179675,3
BID2611,Small,4.259364103333437,Services,Proprietorship,4712205.315834752,0.1185656634254734,2.5705132097375887,1.0,55,48771.03386905069,0.7646508207918825,788321.1035997563,4809933.072916436,2687059.3625675533,0.1621403533541751,32,0.9046438077284914,8.765604824680434,44.6751927504011,0
BID2631,Micro,1.0,Retail,Proprietorship,172186.21263054208,0.2641411139721575,14.34658942204503,1.0,51,72943.9938360866,0.759202768455787,15525.878269521689,176595.1192811512,122885.09332984216,0.338518205659535,7,0.7485291746931998,5.861509689768472,33.56665038018817,0
BID3944,Micro,2.090464837804049,Retail,Proprietorship,397840.723724367,0.1178718351597558,1.4339310437174844,0.9833576514779095,49,50319.17781069986,0.8453113973983202,52202.75653423128,362944.1015245721,268072.57057646604,0.4514792540591539,5,0.6904438739127466,7.892117408646939,34.583437107532134,0
BID1795,Micro,3.164934254374309,Retail,LLP,206586.32361987527,0.1057882876708792,18.186346139391897,0.8865531532725323,47,106406.0657109184,0.661886791453038,31868.384772142534,214142.24865136915,133337.91804134208,0.02771421765738,7,0.90341506293605,5.749358802242588,20.0133971772376,0
BID1841,Micro,1.6242694658319443,Retail,Proprietorship,1400083.152419718,0.2169187968014513,7.83619544066284,0.8964724302906595,54,48791.89166458037,0.8512063031772633,186272.7490403808,1386472.3047823175,847266.3052649453,0.4386992625289606,6,0.7986006026727642,7.855511516526388,27.09574978738792,1
BID0101,Small,1.786011839532104,Wholesale,Partnership,652328.130418738,0.2082289704830683,2.393436014897532,0.941025486300188,34,46258.02507960402,0.6538442439615035,103600.70554410812,642588.6684122004,509109.7105459488,0.5218721551664617,19,0.8312787124235306,16.644189950073937,71.68605596384762,1
BID2991,Micro,5.742887395847042,Manufacturing,Proprietorship,531842.86234491,0.1704542573843692,11.795876588695984,0.8929027768329598,11,7213.07025533479,0.4220991241057507,59365.13432494593,467874.2190973716,413261.16505113314,0.0712493793748059,5,0.775260913842535,24.026328835449647,100.05193164540093,1
BID0719,Micro,10.479817152113188,Retail,Proprietorship,507540.1805708126,0.3197827694341691,9.84721735853943,0.9686951721932004,46,78099.07126766889,0.920549988500561,80287.47399811079,483165.3572795138,417003.3737664113,0.0804986859015462,1,0.7279278073205371,8.974792434517468,49.877056991044,1
BID3965,Micro,3.287977533357936,Services,Partnership,141451.01173671294,0.054296052684922,0.34955917168842,0.9338424598999928,48,65483.5081585462,0.6310786749994425,19941.741222090943,140500.69863269656,152493.18793437444,0.2258686365065773,6,0.8591992121750845,6.424323470856661,39.33396481587042,0
BID2038,Small,4.289418582283948,Manufacturing,Proprietorship,1925595.065763377,0.0678464966722775,4.529204085620206,0.8897401641129844,40,21811.64682549883,0.3217985712829213,209618.5060399872,1719596.0324584085,1262199.6033655189,0.7021682093430366,25,0.8929037822420337,31.84606223273047,91.78182842962237,1
BID2074,Micro,5.041577184352864,Hospitality,Proprietorship,209736.76031889155,0.3801140358339071,3.8159531028059535,0.8610296795056238,53,129076.2014283688,0.8353476832406718,12092.957150009108,206857.92109883155,160272.31113322615,0.1345345500034691,5,0.8074577568818049,6.484493910946902,20.20983062099413,2
BID1259,Micro,1.4419805220899125,Agriculture,Proprietorship,98660.56053637368,0.2246892392409832,18.001883498471827,0.997401581201766,15,11097.133499949672,0.3378762239113864,11995.424737029998,88179.50767371534,59326.44227600206,0.2568604027510575,6,0.7456578623821615,9.7787853583579,54.57374133570539,1
BID1083,Micro,6.286875521892506,Manufacturing,Proprietorship,227903.6680543901,-0.01759871114306,10.545118310428858,0.8849974735401966,10,21824.422715586497,0.5853330006724907,31876.48362402345,205647.9886255216,146487.5358053537,0.3829718385901189,4,0.7413560513741831,18.65373063868781,102.14030783220416,0
BID0574,Micro,3.569087425604685,Services,Proprietorship,235977.31283969924,-0.1670321779858197,1.535213819033523,0.9595714308369818,24,33811.47061113442,0.8069387181047764,36166.85931271678,231140.52865739167,207928.9590467374,0.3620752792393143,3,0.6499719952239991,17.72346908383718,33.536479250054704,3
BID3461,Micro,4.139745179627056,Hospitality,Proprietorship,480139.4736842415,0.0221039027719346,13.481784878996228,0.9602672219155208,41,89868.22420229399,0.7884169436147418,41482.96174470234,464797.2703337232,400704.314685246,0.6006648283403883,7,0.8072573066231061,18.85175311503248,20.0,2
BID1443,Small,2.517201799341226,Manufacturing,Partnership,830341.9532583874,0.3191184551874571,29.860678587473785,0.8440504197700869,24,23884.025736839016,0.4482229178458612,143143.60630389166,831230.4641743076,566703.6296852787,0.3131528039837766,39,0.9492923225733924,22.555500194583622,112.52114186583536,3
BID3044,Micro,4.9399908631782505,Retail,Proprietorship,341698.8286315392,0.0688537827563958,3.082534022595933,0.9530459818066136,54,117832.96518825214,0.5494927968344949,51042.752237876455,319238.33953889605,190929.62289503645,0.2944557373227431,3,0.7746592743503071,17.11304285585731,52.43519798346288,0
BID1988,Micro,5.876206554299412,Wholesale,Proprietorship,357841.5892126858,0.1902951694040182,8.020990607820762,0.9133872569174712,20,48723.66978310732,0.6711488313916193,61611.22964902153,368066.4195689295,215158.1711520916,0.0811645492935742,1,0.6476337788547123,13.60785746546141,41.45475867347518,2
BID1150,Micro,16.95117503638409,Retail,Partnership,1621613.0071288447,0.1657137850094907,1.4965718088902953,0.9295116484333176,49,107918.78434950091,0.909159449138549,258325.98372279413,1459877.8977628343,1216718.549222283,0.3003075235733599,1,0.6791299614951413,9.749336841889836,48.12334515494018,0
BID3323,Micro,1.0,Services,Proprietorship,153737.86165760143,-0.0694728939651385,1.7931551035788835,0.9566063855849822,37,50810.67771302936,0.8848026580317433,7069.1176513280425,158431.6193651771,129594.25903307226,0.3672123711367281,7,0.7455607980024919,7.217751578594941,32.513038394281054,1
BID0130,Micro,3.54074272794912,Retail,Proprietorship,88716.7054831024,0.1888810116819931,11.104984552519388,0.9674305660918612,49,58034.79928199233,0.7443009445471546,12664.521819041833,81253.21770115754,49874.280368421234,0.3402243296285386,1,0.761924029387065,10.5704004420369,41.564608434634735,2
BID2866,Micro,12.608381327479972,Retail,Private Limited,170415.3022072552,0.103435769918772,1.5433418323879893,1.0,62,53890.26887915871,0.7259707276061482,13133.6316064805,157552.78923522032,99278.3619663316,0.4395377343728652,4,0.7442275179889519,6.065978215461296,28.9731348934583,0
BID2452,Micro,3.279671948650602,Wholesale,Private Limited,282779.144984063,-0.1019146979089627,3.8066972611647727,1.0,31,60325.07321600112,0.4989898117601181,30309.097236828016,284217.9846892247,207715.8803868025,0.2740097954977507,2,0.6810152044065624,9.722981085577054,47.20837231270501,0
BID2019,Micro,1.0,Retail,Proprietorship,379276.8531789558,0.0228671406622271,3.290671187383828,0.9508936649175984,32,74379.19325038794,0.971292757131084,29221.87125468012,392007.4611624471,231533.0575105255,0.6215428828250725,3,0.7062441723378284,8.016885664733419,25.881939370847768,1
BID3849,Micro,1.0,Services,Proprietorship,220425.38069774696,0.1912603473430761,8.480278851969786,0.9349259237596892,25,16641.226741938633,0.9365121058425692,17739.678964425282,207765.21495934256,215442.35053053068,0.4118174462221866,6,0.8421618041583718,12.121749370888542,25.857696708466683,0
BID1236,Micro,2.2634707080978105,Hospitality,Proprietorship,174345.39363338388,0.0702906573708534,7.376018435658189,1.0,44,31092.865438101173,0.4988900611430499,16218.46688462913,159265.10081367203,140811.58945561986,0.2915957173856069,7,0.7106497061647875,6.725194660597424,32.230779010471686,0
BID2666,Micro,16.40975662825113,Retail,Private Limited,134311.03089066542,0.1021110537587976,5.644517351735895,0.997761604195112,46,63750.251719602784,0.8802745400263108,18080.310290389072,135497.7621828729,94232.5714039008,0.1455873605791569,1,0.6546889865145966,18.862410669530743,21.221622603424795,0
BID2482,Micro,1.7170925389111562,Manufacturing,Proprietorship,50000.0,0.1736478781055475,22.7077034783826,0.8778481197744623,9,15426.47374239613,0.3171178477649497,4805.297137779099,46610.178594870384,34179.95377325753,0.5996228650576633,3,0.7529791996317248,16.840762759748333,95.66838501251166,2
BID0806,Micro,5.107777314431851,Manufacturing,Partnership,396316.7576691498,-0.029566609700609,16.994703434255445,0.907122336985102,10,22849.23481065884,0.5945212850274089,25463.432320044547,405825.440883136,363698.7776941136,0.2841407166681263,4,0.7880899562669162,23.15887142885699,95.61877051510378,0
BID0236,Small,17.446474872243044,Services,Proprietorship,383649.52875986986,0.087663367015401,19.400639627743008,0.9006587007201527,57,60001.1407367453,0.7364475847083168,93253.02641959592,393113.5639413082,314098.8624786443,0.2194838085433982,28,0.9461030576079142,21.16099126830828,43.07997428559253,0
BID1662,Micro,3.3008561450650253,Wholesale,Partnership,131355.3275053685,0.1837865343406855,2.003965476652523,1.0,21,14987.04537858475,0.8354983961778076,13206.523959954127,130031.11222780886,95176.00482807048,0.256650472330961,3,0.7777336954191816,19.449049211483988,59.77119199000134,1
BID3921,Micro,5.182447378478349,Retail,Proprietorship,685779.1331606183,0.1768664565128317,1.9228138730401887,1.0,61,70602.96883975335,0.9249155445628104,43372.80435981612,694735.7109305556,423900.7798737312,0.6334589186090779,2,0.7967377638799356,10.08323947073332,34.31596941767968,0
BID2217,Micro,3.0344374531418947,Services,Proprietorship,498515.1979761653,-0.0074385284045292,10.572256280678966,0.956289457386612,26,10865.834228897722,0.7204932280508087,65817.84360513186,497338.2756591917,369356.7873724696,0.3097635208182535,4,0.8032072385074955,10.610601433705876,39.346006622854254,0
BID0527,Micro,4.18327829160763,Services,Proprietorship,129023.89240683068,0.2030275862119749,9.77142106468881,0.925302960254514,28,35104.41267664456,0.687853914610934,6740.075476775462,131129.44543719623,86539.29932814183,0.5893564423019352,3,0.802869443855758,10.85880124475518,32.383026798401616,1
BID1956,Micro,1.0,Manufacturing,Proprietorship,793075.6768182254,0.1306115903224259,27.63417665124902,0.7741183113325751,14,28943.08004745809,0.2709600457921332,93965.39673309356,736524.0519782123,603118.5801386505,0.2142045695769005,3,0.7630550676872645,20.47635214232757,92.37798744637465,1
BID1605,Micro,15.704694390391388,Retail,LLP,137059.44176415817,-0.036777258584056,6.722633791005621,0.9133780231334246,37,79610.18423771391,0.8170631229744826,15347.672669603226,125092.96208251904,98622.65872354544,0.0874516695599335,4,0.6827771542033334,14.459080792594552,43.82107548047745,0
BID2460,Micro,3.9936779650183833,Services,Proprietorship,127336.59151678148,0.1456142785448285,9.616226810883267,0.913118261823713,31,52922.59264829167,0.4443587611460258,10326.653753907478,122617.23457707306,85153.08524890964,0.1497911942428243,7,0.7784492930623524,10.49457812535881,36.210810727133975,1
BID3597,Micro,6.035947683057674,Services,Partnership,772606.4700397769,0.0627873272550805,4.813700610647326,0.9517716739838236,32,15294.436515453624,0.8360827463437509,100835.76633507133,711532.8857770716,514803.37425131066,0.3869085814317811,5,0.8166787257065825,12.554475584381493,37.57781482462998,1
BID1297,Micro,2.8893066694805203,Wholesale,Partnership,239842.3999910337,0.1437042889064379,10.466493304536051,0.875463058611461,19,42968.81717162476,0.8266181303514425,15615.738398730433,236800.41375460508,188150.0282362677,0.5909821034104263,2,0.6999070765004589,20.53110173365885,62.49725813479541,3
BID0229,Micro,2.839885538821937,Retail,Proprietorship,107130.5771253673,0.1128116962806878,25.76652203119848,0.8927941509544487,43,73132.51043973319,0.6354940525399498,13974.493497710064,106853.63348841752,60463.70439676782,0.3645456091137412,7,0.8383049706570214,6.511811067135341,20.0,0
BID3168,Micro,11.334186466311609,Retail,Private Limited,286014.2349264139,0.2087757840959121,20.14298919851097,0.8534804811712137,40,61608.4990519929,0.7638060683338277,32324.031767460387,284377.4061210969,233631.89859657845,0.4910671995115711,1,0.7313921724869239,7.781922953920401,41.600478349997815,3
BID0777,Micro,2.972944245441329,Retail,Proprietorship,546946.0086777741,0.2828225705901457,2.2859113175193864,0.9892499341926542,46,42603.67254281803,0.792400378500881,45412.44754198237,530493.0519717365,332861.0773532813,0.1981775550052056,5,0.7786035282553679,7.880340064032416,34.39189437304346,1
BID1217,Micro,1.802354101869699,Manufacturing,Private Limited,1900234.993803116,0.2124196835832,26.39121734646552,0.8592937313430207,20,35796.991996701094,0.6388086146277594,76885.50512939761,1706159.29188533,1187944.6267656288,0.4567737711536568,5,0.791426838135187,16.75001746660743,83.49874567906082,0
BID3455,Micro,18.081985852959583,Wholesale,Proprietorship,268266.2483729639,-0.001690137346897,7.4494501404845535,0.9257114693016064,22,18283.47236824086,0.5245528215194923,26150.793737630363,261706.29131987423,154622.41237513782,0.1555425301335865,4,0.7789602546225051,22.79463515727241,85.76855120681705,1
BID3694,Micro,8.896531752183622,Hospitality,Proprietorship,132123.76643966205,-0.0361719914414818,18.32277011341405,0.9326793177170258,27,60280.00013170371,0.7036267933467009,9476.373202417595,134534.34173356055,102643.24637781644,0.4211757937213053,6,0.8375336392811217,10.906524044546495,47.232803025952975,0
BID2959,Micro,10.48779643938445,Retail,Partnership,586920.549125423,0.0949275711165995,5.70359509758707,0.944423610962548,53,78475.60651341305,0.9380047784431036,31681.843616841143,514091.3176234864,303544.73831831204,0.4215811417158424,5,0.8749564430215488,22.9252217133387,37.967605923929725,1
BID1439,Small,16.58073334260878,Retail,Partnership,1271240.9730620496,0.0724088309871547,1.6027035571311368,0.9809774924268384,88,69917.78480023377,0.8736767768120118,390683.0890757812,1295715.5849913426,1061796.169146452,0.0618847767996227,13,0.8460002574108229,8.746803901621686,38.80663205084352,0
BID0649,Micro,1.057019751535376,Services,Partnership,930987.8150249508,0.1764701086159646,7.773962979885279,0.9976523897477704,36,80196.01071155253,0.8978921366211122,60766.79109105088,959205.9747626196,646057.0051952122,0.2768650139985856,1,0.7361415207878597,21.23699669804711,46.84475991061744,1
BID3827,Micro,4.58738286791694,Retail,Private Limited,339812.1141578739,0.1399716099307713,1.7051633295869626,0.9743266221121788,47,103871.24933255636,0.942160006294044,46033.69130837049,307625.6068717347,180274.3446249764,0.2063458820969914,1,0.6484129795481213,17.74086068580447,20.0,3
BID0198,Micro,1.0,Services,Proprietorship,194197.8067723988,0.1998750482160119,1.5538150229038576,1.0,32,71925.87916054085,0.918665988058402,21466.552970768505,183608.0421452744,155190.97626639777,0.6925659888713913,1,0.7640334645481951,8.50568033913514,25.5595973902529,0
BID3209,Small,6.697633443017412,Retail,Proprietorship,682502.2255286886,0.0171845235726013,6.2725907870153375,0.9410327136621384,94,209488.98147516267,0.9228073946475858,110399.72965587008,650978.5295716306,385047.7894689199,0.5500384022829958,16,0.841994092084642,9.24891053961143,25.091741955074173,4
BID1725,Micro,3.070507873303462,Retail,LLP,125117.08732565922,0.0553536267726048,13.92421328773233,0.901672786327048,45,88648.80972658718,0.8767267789210268,15930.2847004378,109005.96105482338,86845.29015503536,0.3343483305899479,1,0.6514074132551944,17.3811200494821,31.0291576903092,0
BID3117,Micro,1.0,Hospitality,Proprietorship,50000.0,0.2478064578732757,3.355236651627658,1.0,36,28417.387795692703,0.5166797781035037,6755.197005117519,48067.198770509895,38466.4464057553,0.3046103028679489,4,0.7576579701617244,4.8446908517339935,25.86137216430424,2
BID3774,Micro,1.0,Services,Proprietorship,567182.7064027457,0.169175142031917,12.800968938895265,0.9739268198401382,21,15242.271714178643,0.5700128289688079,42476.75277850629,492491.07459914975,396624.7871831202,0.524327945493286,5,0.6488148052652888,15.176723610750692,31.35655165340306,0
BID0714,Micro,1.6448379267415774,Retail,Proprietorship,284761.9100186715,0.2559703120804656,1.4096347576114878,0.9731654073076546,66,97147.55437728082,0.6982368323455347,15938.916692810291,251483.5690920927,153424.98679197216,0.4819584947030979,5,0.7552867790429901,11.299193993461271,20.0,0
BID0319,Micro,27.11399140774956,Hospitality,Partnership,198749.84773363263,0.1012653077751623,8.243438873168225,1.0,40,33280.86953788521,0.6324458161950242,46467.24480183232,179552.16271338164,134551.07337408207,0.2174470427551005,6,0.7462589939341916,8.275654206787465,34.00030652575952,1
BID3256,Micro,1.0,Hospitality,Private Limited,406168.3026921551,0.2057200329520826,4.8827828097901005,1.0,43,41526.96253926391,0.593528950544862,46160.314277745376,374464.8692503993,273887.6623104808,0.3095057949656337,3,0.8034000295973588,29.483910884444025,38.244686246708056,2
BID2719,Micro,1.263189702786595,Retail,Partnership,1795887.5582716942,0.2014442095040025,1.5656453829941492,0.9718006384412252,46,100973.6488432618,0.7226838960490677,160319.39657679474,1792697.3468702696,1154375.8438723397,0.2838733704561014,3,0.8017169600274131,9.22916406248904,32.87975378824896,1
BID0759,Micro,1.8327343124967213,Manufacturing,Proprietorship,308476.56839476706,0.2778652026148328,1.6816664044791438,0.92342050249739,11,19661.96287120412,0.236781168435347,16735.376350634328,264709.4608720504,219810.14723844064,0.4476651885403135,2,0.7305249120934919,19.38823145825298,92.26612825557405,1
BID0505,Medium,1.0,Hospitality,Proprietorship,1953313.533279844,0.2815829789193674,18.941437089189897,0.84935316712878,111,219847.1918405913,0.7410239958130161,399890.406385959,1679515.8234803074,1455712.1993168236,0.2121990967163491,79,0.9361758719641964,8.316433790466263,40.4771358479218,0
BID3693,Micro,1.0,Services,Proprietorship,418149.6883602665,0.0080600339051689,4.852700566459548,1.0,29,67485.79538905191,0.8405870824371692,21025.365937673745,398363.9617790183,259792.6682705397,0.5234843719309532,3,0.8031185895797684,8.594321954086274,46.08768159412562,0
BID0322,Micro,8.215609330732246,Hospitality,Partnership,172998.84446490827,0.0968938156860537,24.2298385847183,0.8120253948115181,49,116646.28730311432,0.7128874204644445,14460.470013602866,159337.11970979878,90722.29287981792,0.2062514944819432,3,0.7365835568902096,13.670746748582708,29.64726432616349,0
BID2256,Medium,3.1193446907909355,Retail,Partnership,2155140.06577542,0.1443461307856095,5.137194837331406,0.9496665070650572,117,284818.84760476806,0.8617426731175367,587640.3811627444,1840871.12792684,1479291.066148803,0.4768630171085264,54,0.8824574578187212,5.176773937268216,28.43020412639305,2
BID2627,Micro,1.0,Manufacturing,Proprietorship,980788.790361504,0.0411511631090543,25.85313204163798,0.808441965187946,23,44099.58543207789,0.6430288828152653,67584.93928252907,961994.0727621692,748086.3134550392,0.4466930331473609,7,0.706797864130982,21.53669216144052,97.49160646189712,0
BID0036,Micro,1.4134418115101983,Retail,Proprietorship,279630.66684249754,0.2274258090999855,3.992489698214688,0.9887748233532416,50,30173.265368774504,0.9630261649306476,31847.25048158536,271041.78522543225,155117.69366610644,0.2192262745123119,6,0.7967228481652602,12.009484884604554,29.7302626044072,0
BID0916,Micro,18.2637689393024,Retail,Partnership,881803.1897598933,0.1641031174971191,7.29718005373161,0.9930682117106046,48,24439.85964495608,0.9597473701354472,84148.51118323118,763830.6779361321,668675.1510580622,0.2684398395088139,5,0.7435970937688834,10.80192879497528,20.0,0
BID2172,Small,5.252802246258993,Services,Proprietorship,912170.37060696,0.0377601518363455,5.091831240875907,0.9530505066296554,52,24528.19598241987,0.8063681743075349,102482.20612500548,905448.574739085,991244.5323867096,0.5696646013441145,8,0.8134296390729557,8.27266104744337,35.93520307868102,1
BID2968,Micro,5.147993578010661,Retail,Proprietorship,236985.19562843416,0.0784682824870478,1.6790466162425115,0.903215692762328,38,73046.80819479974,0.8004274732339535,12228.415079974468,218693.88401219665,166842.9108080264,0.0887277098514684,1,0.6744986305098144,12.770458379000887,25.12244968073559,1
